Matplotlib is building the font cache; this may take a moment.
Parsing experiment parameters ...

Parsing successful. Running experiment ...

Training for 3000 episodes ...

episode: 0 	| explore_rate: 1.0 	| return: 9.712
episode: 1030 	| explore_rate: 0.464 	| return: 12.02
episode: 1040 	| explore_rate: 0.46 	| return: 16.301
episode: 1050 	| explore_rate: 0.456 	| return: 16.347
episode: 1060 	| explore_rate: 0.451 	| return: 17.478
episode: 1070 	| explore_rate: 0.447 	| return: 14.586
episode: 1080 	| explore_rate: 0.443 	| return: 14.116
episode: 1090 	| explore_rate: 0.439 	| return: 17.445
episode: 1100 	| explore_rate: 0.435 	| return: 15.055
episode: 1110 	| explore_rate: 0.431 	| return: 16.409
episode: 1120 	| explore_rate: 0.428 	| return: 12.958
episode: 1130 	| explore_rate: 0.424 	| return: 18.011
episode: 1140 	| explore_rate: 0.42 	| return: 16.564
episode: 1150 	| explore_rate: 0.416 	| return: 13.368
episode: 1160 	| explore_rate: 0.412 	| return: 14.845
episode: 1170 	| explore_rate: 0.409 	| return: 17.713
episode: 1180 	| explore_rate: 0.405 	| return: 15.997
episode: 1190 	| explore_rate: 0.401 	| return: 0.0
episode: 1200 	| explore_rate: 0.398 	| return: 15.518
episode: 1210 	| explore_rate: 0.394 	| return: 14.482
episode: 1220 	| explore_rate: 0.39 	| return: 15.382
episode: 1230 	| explore_rate: 0.387 	| return: 13.544
episode: 1240 	| explore_rate: 0.383 	| return: 15.892
episode: 1250 	| explore_rate: 0.38 	| return: 17.219
episode: 1260 	| explore_rate: 0.376 	| return: 15.633
episode: 1270 	| explore_rate: 0.373 	| return: 16.836
episode: 1280 	| explore_rate: 0.37 	| return: 0.0
episode: 1290 	| explore_rate: 0.366 	| return: 16.967
episode: 1300 	| explore_rate: 0.363 	| return: 15.725
episode: 1310 	| explore_rate: 0.36 	| return: 18.045
episode: 1320 	| explore_rate: 0.356 	| return: 16.321
episode: 1330 	| explore_rate: 0.353 	| return: 11.921
episode: 1340 	| explore_rate: 0.35 	| return: 17.961
episode: 1350 	| explore_rate: 0.346 	| return: 16.927
episode: 1360 	| explore_rate: 0.343 	| return: 16.957
episode: 1370 	| explore_rate: 0.34 	| return: 17.373
episode: 1380 	| explore_rate: 0.337 	| return: 15.413
episode: 1390 	| explore_rate: 0.334 	| return: 17.378
episode: 1400 	| explore_rate: 0.331 	| return: 16.739
episode: 1410 	| explore_rate: 0.328 	| return: 16.014
episode: 1420 	| explore_rate: 0.325 	| return: 17.528
episode: 1430 	| explore_rate: 0.321 	| return: 0.0
episode: 1440 	| explore_rate: 0.318 	| return: 17.229
episode: 1450 	| explore_rate: 0.315 	| return: 15.749
episode: 1460 	| explore_rate: 0.312 	| return: 17.816
episode: 1470 	| explore_rate: 0.31 	| return: 14.332
episode: 1480 	| explore_rate: 0.307 	| return: 17.162
episode: 1490 	| explore_rate: 0.304 	| return: 0.0
episode: 1500 	| explore_rate: 0.301 	| return: 16.683
episode: 1510 	| explore_rate: 0.298 	| return: 14.059
episode: 1520 	| explore_rate: 0.295 	| return: 15.35
episode: 1530 	| explore_rate: 0.292 	| return: 16.016
episode: 1540 	| explore_rate: 0.289 	| return: 17.511
episode: 1550 	| explore_rate: 0.287 	| return: 16.732
episode: 1560 	| explore_rate: 0.284 	| return: 13.662
episode: 1570 	| explore_rate: 0.281 	| return: 17.642
episode: 1580 	| explore_rate: 0.278 	| return: 17.608
episode: 1590 	| explore_rate: 0.275 	| return: 16.93
episode: 1600 	| explore_rate: 0.273 	| return: 16.064
episode: 1610 	| explore_rate: 0.27 	| return: 15.986
episode: 1620 	| explore_rate: 0.267 	| return: 0.0
episode: 1630 	| explore_rate: 0.265 	| return: 17.376
episode: 1640 	| explore_rate: 0.262 	| return: 17.928
episode: 1650 	| explore_rate: 0.259 	| return: 15.387
episode: 1660 	| explore_rate: 0.257 	| return: 17.684
episode: 1670 	| explore_rate: 0.254 	| return: 17.728
episode: 1680 	| explore_rate: 0.252 	| return: 17.878
episode: 1690 	| explore_rate: 0.249 	| return: 17.511
episode: 1700 	| explore_rate: 0.246 	| return: 14.737
episode: 1710 	| explore_rate: 0.244 	| return: 18.162
episode: 1720 	| explore_rate: 0.241 	| return: 0.0
episode: 1730 	| explore_rate: 0.239 	| return: 14.8
episode: 1740 	| explore_rate: 0.236 	| return: 15.979
episode: 1750 	| explore_rate: 0.234 	| return: 16.836
episode: 1760 	| explore_rate: 0.231 	| return: 0.0
episode: 1770 	| explore_rate: 0.229 	| return: 17.505
episode: 1780 	| explore_rate: 0.226 	| return: 16.421
episode: 1790 	| explore_rate: 0.224 	| return: 17.559
episode: 1800 	| explore_rate: 0.222 	| return: 17.274
episode: 1810 	| explore_rate: 0.219 	| return: 16.742
episode: 1820 	| explore_rate: 0.217 	| return: 16.108
episode: 1830 	| explore_rate: 0.214 	| return: 16.854
episode: 1840 	| explore_rate: 0.212 	| return: 16.5
episode: 1850 	| explore_rate: 0.21 	| return: 17.594
episode: 1860 	| explore_rate: 0.207 	| return: 16.879
episode: 1870 	| explore_rate: 0.205 	| return: 0.0
episode: 1880 	| explore_rate: 0.203 	| return: 15.362
episode: 1890 	| explore_rate: 0.2 	| return: 16.879
episode: 1900 	| explore_rate: 0.198 	| return: 17.024
episode: 1910 	| explore_rate: 0.196 	| return: 15.904
episode: 1920 	| explore_rate: 0.194 	| return: 17.336
episode: 1930 	| explore_rate: 0.191 	| return: 16.863
episode: 1940 	| explore_rate: 0.189 	| return: 18.178
episode: 1950 	| explore_rate: 0.187 	| return: 15.718
episode: 1960 	| explore_rate: 0.185 	| return: 16.764
episode: 1970 	| explore_rate: 0.182 	| return: 17.518
episode: 1980 	| explore_rate: 0.18 	| return: 17.961
episode: 1990 	| explore_rate: 0.178 	| return: 17.778
episode: 2000 	| explore_rate: 0.176 	| return: 18.011
episode: 2010 	| explore_rate: 0.174 	| return: 18.045
episode: 2020 	| explore_rate: 0.172 	| return: 17.741
episode: 2030 	| explore_rate: 0.169 	| return: 0.0
episode: 2040 	| explore_rate: 0.167 	| return: 15.254
episode: 2050 	| explore_rate: 0.165 	| return: 17.812
episode: 2060 	| explore_rate: 0.163 	| return: 17.845
episode: 2070 	| explore_rate: 0.161 	| return: 16.325
episode: 2080 	| explore_rate: 0.159 	| return: 17.0
episode: 2090 	| explore_rate: 0.157 	| return: 17.801
episode: 2100 	| explore_rate: 0.155 	| return: 18.128
episode: 2110 	| explore_rate: 0.153 	| return: 18.211
episode: 2120 	| explore_rate: 0.151 	| return: 0.0
episode: 2130 	| explore_rate: 0.149 	| return: 17.524
episode: 2140 	| explore_rate: 0.147 	| return: 18.178
episode: 2150 	| explore_rate: 0.144 	| return: 17.71
episode: 2160 	| explore_rate: 0.142 	| return: 15.824
episode: 2170 	| explore_rate: 0.14 	| return: 17.695
episode: 2180 	| explore_rate: 0.138 	| return: 17.304
episode: 2190 	| explore_rate: 0.136 	| return: 18.211
episode: 2200 	| explore_rate: 0.135 	| return: 18.045
episode: 2210 	| explore_rate: 0.133 	| return: 18.045
episode: 2220 	| explore_rate: 0.131 	| return: 16.507
episode: 2230 	| explore_rate: 0.129 	| return: 17.485
episode: 2240 	| explore_rate: 0.127 	| return: 18.095
episode: 2250 	| explore_rate: 0.125 	| return: 17.112
episode: 2260 	| explore_rate: 0.123 	| return: 18.094
episode: 2270 	| explore_rate: 0.121 	| return: 18.045
episode: 2280 	| explore_rate: 0.119 	| return: 0.0
episode: 2290 	| explore_rate: 0.117 	| return: 16.326
episode: 2300 	| explore_rate: 0.115 	| return: 18.128
episode: 2310 	| explore_rate: 0.113 	| return: 17.718
episode: 2320 	| explore_rate: 0.111 	| return: 18.011
episode: 2330 	| explore_rate: 0.11 	| return: 18.211
episode: 2340 	| explore_rate: 0.108 	| return: 18.011
episode: 2350 	| explore_rate: 0.106 	| return: 17.57
episode: 2360 	| explore_rate: 0.104 	| return: 18.045
episode: 2370 	| explore_rate: 0.102 	| return: 17.491
episode: 2380 	| explore_rate: 0.1 	| return: 17.928
episode: 2390 	| explore_rate: 0.099 	| return: 18.211
episode: 2400 	| explore_rate: 0.097 	| return: 17.801
episode: 2410 	| explore_rate: 0.095 	| return: 18.045
episode: 2420 	| explore_rate: 0.093 	| return: 18.128
episode: 2430 	| explore_rate: 0.091 	| return: 17.878
episode: 2440 	| explore_rate: 0.09 	| return: 17.942
episode: 2450 	| explore_rate: 0.088 	| return: 16.88
episode: 2460 	| explore_rate: 0.086 	| return: 18.045
episode: 2470 	| explore_rate: 0.084 	| return: 17.236
episode: 2480 	| explore_rate: 0.082 	| return: 17.866
episode: 2490 	| explore_rate: 0.081 	| return: 18.178
episode: 2500 	| explore_rate: 0.079 	| return: 17.857
episode: 2510 	| explore_rate: 0.077 	| return: 18.128
episode: 2520 	| explore_rate: 0.076 	| return: 17.279
episode: 2530 	| explore_rate: 0.074 	| return: 18.094
episode: 2540 	| explore_rate: 0.072 	| return: 18.095
episode: 2550 	| explore_rate: 0.07 	| return: 18.211
episode: 2560 	| explore_rate: 0.069 	| return: 18.211
episode: 2570 	| explore_rate: 0.067 	| return: 18.095
episode: 2580 	| explore_rate: 0.065 	| return: 18.211
episode: 2590 	| explore_rate: 0.064 	| return: 17.047
episode: 2600 	| explore_rate: 0.062 	| return: 16.225
episode: 2610 	| explore_rate: 0.06 	| return: 18.211
episode: 2620 	| explore_rate: 0.059 	| return: 18.128
episode: 2630 	| explore_rate: 0.057 	| return: 17.891
episode: 2640 	| explore_rate: 0.055 	| return: 18.408
episode: 2650 	| explore_rate: 0.054 	| return: 17.895
episode: 2660 	| explore_rate: 0.052 	| return: 18.211
episode: 2670 	| explore_rate: 0.05 	| return: 18.011
episode: 2680 	| explore_rate: 0.049 	| return: 18.045
episode: 2690 	| explore_rate: 0.047 	| return: 18.211
episode: 2700 	| explore_rate: 0.046 	| return: 16.945
episode: 2710 	| explore_rate: 0.044 	| return: 18.211
episode: 2720 	| explore_rate: 0.042 	| return: 18.211
episode: 2730 	| explore_rate: 0.041 	| return: 18.211
episode: 2740 	| explore_rate: 0.039 	| return: 18.211
episode: 2750 	| explore_rate: 0.038 	| return: 18.211
episode: 2760 	| explore_rate: 0.036 	| return: 18.211
episode: 2770 	| explore_rate: 0.034 	| return: 18.045
episode: 2780 	| explore_rate: 0.033 	| return: 18.211
episode: 2790 	| explore_rate: 0.031 	| return: 16.945
episode: 2800 	| explore_rate: 0.03 	| return: 18.211
episode: 2810 	| explore_rate: 0.028 	| return: 18.211
episode: 2820 	| explore_rate: 0.027 	| return: 18.211
episode: 2830 	| explore_rate: 0.025 	| return: 18.211
episode: 2840 	| explore_rate: 0.024 	| return: 18.211
episode: 2850 	| explore_rate: 0.022 	| return: 18.011
episode: 2860 	| explore_rate: 0.021 	| return: 18.211
episode: 2870 	| explore_rate: 0.019 	| return: 18.211
episode: 2880 	| explore_rate: 0.018 	| return: 18.211
episode: 2890 	| explore_rate: 0.016 	| return: 18.211
episode: 2900 	| explore_rate: 0.015 	| return: 17.918
episode: 2910 	| explore_rate: 0.013 	| return: 18.211
episode: 2920 	| explore_rate: 0.012 	| return: 18.211
episode: 2930 	| explore_rate: 0.01 	| return: 18.061
episode: 2940 	| explore_rate: 0.009 	| return: 18.211
episode: 2950 	| explore_rate: 0.007 	| return: 18.211
episode: 2960 	| explore_rate: 0.006 	| return: 18.211
episode: 2970 	| explore_rate: 0.004 	| return: 18.011
episode: 2980 	| explore_rate: 0.003 	| return: 18.211
episode: 2990 	| explore_rate: 0.001 	| return: 18.211
Traceback (most recent call last):
  File "/home/s4278836/polyInfect/run_experiment.py", line 139, in <module>
    test_savefig_format = args.test_savefig_format)
  File "/home/s4278836/polyInfect/run_experiment.py", line 82, in run
    train_fig = viz.visualize_train(train_perf_file = perf_filename)            
TypeError: visualize_train() missing 1 required positional argument: 'episode_time_max'
